02/08/2016 11:12:17
1
 	Напряжение Uab	Напряжение Ubc	Udc1_rms	Ic12_pwm	Ic34_pwm	Напряжение Uca	Ia3+Ia4	Ib3+Ib4	Ic3+Ic4	Ia1+Ia2	Ib1+Ib2	Ic1+Ic2	Q12rms	Q34rms	
245	19,2	742,0	1027,5	1704	1804	-800,2	-1222	-651	1866	-1104	-754	1860	-262	-264	
246	4,3	755,6	1027,5	1704	1804	-785,3	-1177	-599	1775	-1048	-741	1785	-262	-264	
247	26,0	808,5	1027,5	1704	1804	-792,1	-1131	-558	1683	-1002	-698	1702	-262	-264	
248	-50,0	765,1	1027,1	1719	1820	-759,5	-973	-750	1727	-965	-673	1640	-262	-264	
249	-56,7	793,5	1027,1	1719	1820	-766,3	-996	-905	1901	-1013	-746	1756	-262	-264	
250	-70,3	809,8	1027,1	1719	1820	-760,9	-929	-881	1810	-954	-719	1668	-262	-264	
251	-128,6	789,5	1027,1	1719	1820	-746,0	-866	-855	1727	-893	-699	1588	-262	-264	
252	-96,1	836,9	1027,1	1719	1820	-752,8	-819	-861	1683	-774	-831	1601	-262	-264	
253	-111,0	855,9	1027,1	1719	1820	-758,2	-874	-969	1835	-849	-928	1771	-262	-264	
254	-134,1	861,4	1027,1	1719	1820	-755,5	-798	-959	1752	-779	-919	1692	-262	-264	
255	-92,0	923,8	1027,1	1719	1820	-765,0	-726	-956	1675	-709	-916	1624	-262	-264	
256	-150,3	881,7	1023,5	1662	1756	-751,4	-644	-1030	1669	-658	-938	1599	-262	-264	
257	-157,1	907,5	1023,5	1662	1756	-762,2	-784	-1103	1878	-704	-1063	1756	-262	-264	
258	-153,1	929,2	1023,5	1662	1756	-778,5	-722	-1098	1812	-627	-1070	1692	-262	-264	
259	-204,6	898,0	1023,5	1662	1756	-737,8	-643	-1106	1745	-551	-1081	1629	-262	-264	
260	-203,2	912,9	1023,5	1662	1756	-744,6	-575	-1133	1705	-525	-1103	1627	-262	-264	
261	-192,4	948,2	1023,5	1662	1756	-758,2	-612	-1259	1856	-683	-1151	1824	-262	-264	
262	-219,5	934,6	1023,5	1662	1756	-743,3	-525	-1273	1788	-680	-1127	1803	-262	-264	
263	-201,9	961,7	1023,5	1662	1756	-759,5	-432	-1296	1721	-596	-1149	1741	-262	-264	
264	-235,8	946,8	1023,2	1721	1780	-717,5	-466	-1279	1739	-513	-1183	1696	-262	-264	
265	-265,6	940,0	1023,2	1721	1780	-709,3	-618	-1324	1932	-515	-1307	1807	-262	-264	
266	-275,1	944,1	1023,2	1721	1780	-697,1	-669	-1271	1937	-415	-1336	1738	-262	-264	
267	-305,0	922,4	1023,2	1721	1780	-674,1	-562	-1303	1861	-312	-1367	1671	-262	-264	
268	-305,0	930,5	1023,2	1721	1780	-649,7	-460	-1339	1799	-413	-1314	1719	-262	-264	
269	-328,0	938,7	1023,2	1721	1780	-637,5	-437	-1463	1890	-548	-1342	1887	-262	-264	
270	-347,0	931,9	1023,2	1721	1780	-611,7	-318	-1500	1804	-664	-1265	1919	-262	-264	
271	-318,5	982,1	1023,2	1721	1780	-602,2	-181	-1541	1711	-530	-1307	1835	-262	-264	
272	-394,5	910,2	1023,4	1790	1837	-553,4	-327	-1456	1766	-395	-1356	1750	-262	-264	
273	-423,0	914,3	1023,4	1790	1837	-520,8	-432	-1488	1909	-326	-1480	1795	-262	-264	
274	-440,6	907,5	1023,4	1790	1837	-508,6	-572	-1384	1952	-168	-1531	1690	-262	-264	
275	-459,6	907,5	1023,4	1790	1837	-477,4	-414	-1431	1844	-54	-1560	1612	-262	-264	
276	-474,5	899,3	1023,4	1790	1837	-447,6	-258	-1485	1746	-213	-1464	1669	-262	-264	
277	-503,0	902,1	1023,4	1790	1837	-434,0	-154	-1618	1760	-295	-1494	1786	-262	-264	
278	-532,8	888,5	1023,4	1790	1837	-410,9	20	-1677	1647	-440	-1391	1833	-262	-264	
279	-492,2	950,9	1023,4	1790	1837	-393,3	87	-1677	1581	-312	-1426	1736	-262	-264	
280	-550,5	892,6	1022,7	1716	1756	-358,0	-43	-1587	1614	-113	-1495	1608	-262	-264	
281	-588,5	893,9	1022,7	1716	1756	-339,0	-88	-1627	1710	26	-1633	1601	-262	-264	
282	-598,0	902,1	1022,7	1716	1756	-316,0	-196	-1536	1731	233	-1705	1464	-262	-264	
283	-626,4	893,9	1022,7	1716	1756	-297,0	-123	-1539	1663	231	-1675	1438	-262	-264	
284	-629,1	891,2	1022,7	1716	1756	-297,0	90	-1622	1533	122	-1596	1465	-262	-264	
285	-652,2	896,6	1022,7	1716	1756	-280,7	253	-1773	1522	90	-1645	1554	-262	-264	
286	-668,5	903,4	1022,7	1716	1756	-256,3	464	-1855	1380	-7	-1565	1577	-262	-264	
287	-656,3	922,4	1022,7	1716	1756	-255,0	408	-1796	1378	1	-1543	1540	-262	-264	
288	-672,6	903,4	1022,9	1503	1538	-246,8	325	-1727	1387	239	-1635	1392	-262	-264	
289	-703,8	903,4	1022,9	1503	1538	-236,0	323	-1801	1473	408	-1797	1379	-262	-264	
290	-705,1	903,4	1022,9	1503	1538	-214,3	246	-1727	1479	604	-1865	1254	-262	-264	
291	-675,3	933,3	1022,9	1503	1538	-223,8	183	-1667	1480	522	-1798	1261	-262	-264	
292	-728,2	864,1	1022,9	1503	1538	-173,6	415	-1758	1342	445	-1733	1273	-262	-264	
293	-730,9	866,8	1022,9	1503	1538	-170,9	595	-1932	1330	456	-1816	1353	-262	-264	
294	-737,7	851,9	1022,9	1503	1538	-135,6	727	-1961	1223	388	-1742	1350	-262	-264	
295	-711,9	866,8	1022,9	1503	1538	-124,7	659	-1885	1210	326	-1667	1337	-262	-264	
296	-740,4	811,2	1023,0	1300	1340	-89,5	606	-1814	1189	525	-1730	1197	-262	-264	
297	-760,7	792,2	1023,0	1300	1340	-70,5	660	-1919	1252	713	-1900	1176	-262	-264	
298	-764,8	780,0	1023,0	1300	1340	-44,7	612	-1832	1215	794	-1880	1079	-262	-264	
299	-745,8	788,1	1023,0	1300	1340	-27,1	564	-1747	1178	746	-1803	1040	-262	-264	
300	-774,3	746,1	1023,0	1300	1340	-1,3	699	-1767	1061	711	-1733	1004	-262	-264	
301	-775,6	759,6	1023,0	1300	1340	23,1	900	-1949	1042	781	-1846	1056	-262	-264	
302	-794,6	733,9	1023,0	1300	1340	36,7	921	-1888	960	748	-1759	1001	-262	-264	
303	-744,4	785,4	1023,0	1300	1340	44,8	894	-1803	899	722	-1676	944	-262	-264	
304	-796,0	732,5	1023,0	1019	1056	62,4	883	-1736	848	793	-1669	858	-262	-264	
305	-827,2	718,9	1023,0	1019	1056	71,9	985	-1890	900	969	-1843	859	-262	-264	
306	-834,0	717,6	1023,0	1019	1056	88,2	965	-1804	831	961	-1764	787	-262	-264	
307	-839,4	725,7	1023,0	1019	1056	100,4	952	-1721	763	949	-1685	719	-262	-264	
308	-853,0	710,8	1023,0	1019	1056	108,6	965	-1692	719	955	-1643	663	-262	-264	
309	-863,8	724,4	1023,0	1019	1056	109,9	1085	-1866	770	1060	-1776	700	-262	-264	
310	-874,7	725,7	1023,0	1019	1056	124,8	1080	-1786	696	1056	-1701	628	-262	-264	
311	-806,8	803,0	1023,0	1019	1056	118,1	1080	-1712	623	1058	-1631	558	-262	-264	
312	-888,2	727,1	1020,5	687	734	142,5	1108	-1691	573	1033	-1639	587	-262	-264	
313	-908,6	729,8	1020,5	687	734	146,5	1217	-1831	603	1099	-1829	714	-262	-264	
314	-916,7	728,4	1020,5	687	734	160,1	1225	-1759	523	1102	-1765	649	-262	-264	
315	-928,9	721,7	1020,5	687	734	187,2	1241	-1692	443	1117	-1705	573	-262	-264	
316	-928,9	714,9	1020,5	687	734	184,5	1180	-1730	542	1149	-1675	505	-262	-264	
317	-923,5	731,1	1020,5	687	734	192,7	1230	-1934	690	1263	-1786	510	-262	-264	
318	-941,1	704,0	1020,5	687	734	214,4	1224	-1895	657	1285	-1719	421	-262	-264	
319	-953,3	682,3	1020,5	687	734	203,5	1250	-1828	567	1312	-1658	333	-262	-264	
320	-947,9	668,8	1018,9	526	563	255,1	1282	-1781	479	1220	-1734	503	-262	-264	
321	-971,0	640,3	1018,9	526	563	278,1	1399	-1882	468	1254	-1914	646	-262	-264	
322	-953,3	634,8	1018,9	526	563	293,0	1433	-1804	358	1225	-1909	672	-262	-264	
323	-952,0	610,4	1018,9	526	563	318,8	1466	-1739	258	1268	-1833	556	-262	-264	
324	-945,2	579,2	1018,9	526	563	345,9	1355	-1816	452	1319	-1767	431	-262	-264	
325	-950,6	560,2	1018,9	526	563	366,3	1403	-1978	562	1444	-1828	373	-262	-264	
326	-949,3	535,8	1018,9	526	563	389,3	1351	-1991	628	1496	-1738	227	-262	-264	
327	-942,5	510,1	1018,9	526	563	415,1	1406	-1895	478	1505	-1694	174	-262	-264	
328	-928,9	469,4	1022,6	429	441	428,7	1460	-1810	329	1406	-1765	354	-262	-264	
329	-943,8	447,7	1022,6	429	441	459,9	1590	-1847	244	1436	-1894	453	-262	-264	
330	-933,0	426,0	1022,6	429	441	481,6	1648	-1735	74	1358	-1932	563	-262	-264	
331	-923,5	397,5	1022,6	429	441	510,1	1630	-1706	64	1428	-1816	382	-262	-264	
332	-918,1	360,9	1022,6	429	441	530,4	1538	-1747	201	1501	-1701	186	-262	-264	
333	-920,8	345,9	1022,6	429	441	553,5	1595	-1857	256	1642	-1703	54	-262	-264	
334	-930,3	309,3	1022,6	429	441	572,4	1509	-1886	370	1717	-1575	-152	-262	-264	
335	-900,4	314,7	1022,6	429	441	580,6	1564	-1774	202	1659	-1578	-91	-262	-264	
336	-885,5	282,2	1022,5	177	175	596,9	1642	-1647	-9	1581	-1609	25	-262	-264	
337	-908,6	267,3	1022,5	177	175	615,9	1790	-1644	-161	1624	-1696	71	-262	-264	
338	-889,6	263,2	1022,5	177	175	624,0	1853	-1511	-352	1542	-1720	177	-262	-264	
339	-909,9	226,6	1022,5	177	175	662,0	1780	-1521	-267	1571	-1632	57	-262	-264	
340	-900,4	208,9	1022,5	177	175	657,9	1709	-1532	-184	1662	-1486	-184	-262	-264	
341	-899,1	213,0	1022,5	177	175	660,6	1785	-1615	-171	1822	-1469	-352	-262	-264	
342	-895,0	195,4	1022,5	177	175	689,1	1707	-1624	-87	1861	-1362	-501	-262	-264	
343	-880,1	198,1	1022,5	177	175	643,0	1683	-1581	-112	1786	-1373	-415	-262	-264	
344	-869,2	161,5	1029,0	-184	-211	681,0	1773	-1430	-356	1716	-1384	-330	-262	-264	
345	-867,9	149,3	1029,0	-184	-211	683,7	1941	-1423	-526	1782	-1456	-321	-262	-264	
346	-848,9	131,6	1029,0	-184	-211	695,9	1932	-1335	-608	1701	-1453	-246	-262	-264	
347	-824,5	111,3	1029,0	-184	-211	709,4	1848	-1323	-535	1637	-1422	-224	-262	-264	
348	-791,9	95,0	1029,0	-184	-211	702,7	1784	-1303	-484	1729	-1248	-488	-262	-264	
349	-766,1	95,0	1029,0	-184	-211	701,3	1878	-1363	-516	1897	-1226	-670	-262	-264	
350	-783,8	35,3	1029,0	-184	-211	724,4	1783	-1332	-461	1846	-1152	-696	-262	-264	
351	-741,7	48,9	1029,0	-184	-211	717,6	1690	-1301	-409	1760	-1116	-649	-262	-264	
352	-753,9	-2,7	1032,2	-487	-522	725,7	1755	-1128	-642	1689	-1085	-606	-262	-264	
353	-743,1	-10,8	1032,2	-487	-522	739,3	1931	-1123	-817	1781	-1130	-650	-262	-264	
354	-744,4	-31,1	1032,2	-487	-522	750,1	1843	-1057	-795	1691	-1079	-613	-262	-264	
355	-706,5	-12,2	1032,2	-487	-522	756,9	1754	-1001	-760	1601	-1028	-584	-262	-264	
356	-745,8	-70,5	1032,2	-487	-522	771,8	1697	-959	-750	1634	-881	-760	-262	-264	
357	-733,6	-65,1	1032,2	-487	-522	765,1	1837	-1007	-834	1793	-913	-882	-262	-264	
358	-741,7	-81,3	1032,2	-487	-522	799,0	1744	-949	-804	1704	-851	-861	-262	-264	
359	-744,4	-88,1	1032,2	-487	-522	811,2	1662	-890	-782	1629	-792	-846	-262	-264	
360	-733,6	-93,5	1036,8	-755	-804	815,2	1669	-789	-896	1596	-750	-851	-262	-264	
361	-756,6	-112,5	1036,8	-755	-804	834,2	1861	-890	-975	1753	-804	-952	-262	-264	
362	-759,4	-122,0	1036,8	-755	-804	849,2	1780	-827	-961	1680	-741	-942	-262	-264	
363	-705,1	-75,9	1036,8	-755	-804	851,9	1709	-763	-955	1609	-680	-941	-262	-264	
364	-710,5	-93,5	1036,8	-755	-804	850,5	1676	-716	-971	1597	-624	-986	-262	-264	
365	-756,6	-145,1	1036,8	-755	-804	876,3	1849	-763	-1095	1801	-773	-1027	-262	-264	
366	-756,6	-162,7	1036,8	-755	-804	891,2	1780	-694	-1093	1752	-745	-1015	-262	-264	
367	-733,6	-160,0	1036,8	-755	-804	900,7	1713	-623	-1100	1686	-675	-1024	-262	-264	
368	-739,0	-191,2	1035,7	-992	-1032	902,1	1717	-621	-1107	1654	-614	-1052	-262	-264	
369	-730,9	-211,5	1035,7	-992	-1032	912,9	1928	-778	-1150	1790	-631	-1162	-262	-264	
370	-725,5	-226,5	1035,7	-992	-1032	919,7	1909	-802	-1112	1725	-548	-1184	-262	-264	
371	-724,1	-256,3	1035,7	-992	-1032	923,8	1845	-715	-1136	1662	-463	-1209	-262	-264	
372	-692,9	-275,3	1035,7	-992	-1032	929,2	1793	-633	-1170	1689	-528	-1177	-262	-264	
373	-668,5	-287,5	1035,7	-992	-1032	929,2	1913	-626	-1297	1875	-674	-1205	-262	-264	
374	-648,1	-306,5	1035,7	-992	-1032	933,3	1834	-520	-1328	1897	-760	-1146	-262	-264	
375	-606,1	-311,9	1035,7	-992	-1032	914,3	1757	-404	-1366	1822	-644	-1190	-262	-264	
376	-608,8	-373,0	1035,7	-1189	-1233	931,9	1804	-512	-1307	1753	-523	-1239	-262	-264	
377	-570,8	-383,8	1035,7	-1189	-1233	930,5	1976	-628	-1348	1825	-469	-1361	-262	-264	
378	-545,1	-402,8	1035,7	-1189	-1233	929,2	2010	-747	-1266	1731	-327	-1413	-262	-264	
379	-551,8	-467,9	1035,7	-1189	-1233	930,5	1914	-598	-1319	1647	-196	-1463	-262	-264	
380	-470,5	-442,1	1035,7	-1189	-1233	915,6	1820	-449	-1377	1707	-347	-1374	-262	-264	
381	-459,6	-478,8	1035,7	-1189	-1233	944,1	1871	-364	-1516	1841	-448	-1405	-262	-264	
382	-437,9	-499,1	1035,7	-1189	-1233	915,6	1757	-198	-1577	1895	-595	-1307	-262	-264	
383	-389,1	-511,3	1035,7	-1189	-1233	904,8	1672	-71	-1613	1788	-438	-1366	-262	-264	
384	-361,9	-530,3	1038,3	-1391	-1442	883,1	1718	-208	-1526	1677	-247	-1439	-262	-264	
385	-353,8	-560,1	1038,3	-1391	-1442	898,0	1836	-268	-1570	1682	-116	-1575	-262	-264	
386	-328,0	-576,4	1038,3	-1391	-1442	892,6	1868	-394	-1476	1553	88	-1650	-262	-264	
387	-344,3	-619,8	1038,3	-1391	-1442	900,7	1779	-275	-1508	1505	129	-1646	-262	-264	
388	-311,8	-622,5	1038,3	-1391	-1442	891,2	1653	-61	-1585	1535	6	-1562	-262	-264	
389	-286,0	-625,2	1038,3	-1391	-1442	883,1	1650	80	-1738	1630	-39	-1601	-262	-264	
390	-272,4	-637,5	1038,3	-1391	-1442	877,6	1505	296	-1818	1653	-149	-1514	-262	-264	
391	-231,7	-622,5	1038,3	-1391	-1442	872,2	1480	288	-1781	1597	-95	-1513	-262	-264	
392	-231,7	-645,6	1041,8	-1583	-1647	869,5	1496	195	-1704	1457	139	-1603	-262	-264	
393	-237,1	-665,9	1041,8	-1583	-1647	877,6	1591	172	-1768	1437	306	-1753	-262	-264	
394	-226,3	-678,1	1041,8	-1583	-1647	880,4	1602	80	-1686	1293	529	-1835	-262	-264	
395	-229,0	-680,9	1041,8	-1583	-1647	896,6	1585	49	-1643	1301	454	-1764	-262	-264	
396	-215,4	-690,4	1041,8	-1583	-1647	872,2	1443	288	-1729	1314	361	-1692	-262	-264	
397	-200,5	-689,0	1041,8	-1583	-1647	864,1	1435	454	-1897	1396	349	-1755	-262	-264	
398	-176,1	-699,9	1041,8	-1583	-1647	855,9	1307	631	-1951	1404	258	-1673	-262	-264	
399	-151,7	-697,1	1041,8	-1583	-1647	813,9	1306	546	-1868	1403	185	-1599	-262	-264	
400	-131,4	-706,6	1048,0	-1719	-1792	812,5	1301	481	-1795	1255	418	-1681	-262	-264	
401	-116,4	-720,2	1048,0	-1719	-1792	804,4	1378	500	-1883	1232	600	-1840	-262	-264	
402	-79,8	-725,6	1048,0	-1719	-1792	788,1	1356	433	-1794	1123	716	-1846	-262	-264	
403	-78,5	-755,5	1048,0	-1719	-1792	771,8	1330	371	-1705	1097	653	-1762	-262	-264	
404	-16,1	-721,6	1048,0	-1719	-1792	748,8	1195	553	-1749	1070	599	-1684	-262	-264	
405	-17,4	-750,0	1048,0	-1719	-1792	740,6	1176	740	-1923	1126	642	-1775	-262	-264	
406	8,4	-766,3	1048,0	-1719	-1792	737,9	1072	804	-1889	1081	596	-1685	-262	-264	
407	31,4	-777,2	1048,0	-1719	-1792	724,4	1021	761	-1800	1035	558	-1599	-262	-264	
408	30,1	-800,2	1048,1	-1724	-1809	721,7	977	739	-1730	927	672	-1605	-243	-243	
409	65,3	-805,6	1048,1	-1724	-1809	710,8	1037	824	-1863	907	868	-1785	-243	-243	
410	83,0	-813,8	1048,1	-1724	-1809	713,5	971	797	-1773	831	875	-1713	-243	-243	
411	77,5	-840,9	1048,1	-1724	-1809	717,6	910	775	-1688	770	855	-1636	-243	-243	
412	107,4	-835,5	1048,1	-1724	-1809	709,4	836	836	-1677	718	849	-1578	-243	-243	
413	114,2	-857,2	1048,1	-1724	-1809	714,9	856	1008	-1870	768	949	-1721	-243	-243	
414	125,0	-868,0	1048,1	-1724	-1809	723,0	783	1002	-1789	698	938	-1644	-243	-243	
415	142,6	-872,1	1048,1	-1724	-1809	721,7	714	995	-1717	632	936	-1574	-243	-243	
416	146,7	-887,0	1048,7	-1652	-1757	718,9	661	1012	-1685	620	940	-1565	-243	-243	
417	149,4	-904,7	1048,7	-1652	-1757	725,7	714	1125	-1842	708	1037	-1746	-243	-243	
418	161,6	-912,8	1048,7	-1652	-1757	727,1	635	1130	-1769	637	1040	-1679	-243	-243	
419	158,9	-929,1	1048,7	-1652	-1757	754,2	561	1137	-1704	566	1046	-1620	-243	-243	
420	173,8	-930,4	1048,7	-1652	-1757	723,0	610	1106	-1724	512	1079	-1602	-243	-243	
421	182,0	-946,7	1048,7	-1652	-1757	718,9	754	1181	-1935	535	1193	-1723	-243	-243	
422	187,4	-963,0	1048,7	-1652	-1757	740,6	687	1185	-1876	456	1207	-1666	-243	-243	
423	238,9	-927,7	1048,7	-1652	-1757	675,5	605	1203	-1815	374	1229	-1607	-243	-243	
424	233,5	-941,3	1046,1	-1663	-1806	687,7	537	1238	-1783	505	1162	-1667	-243	-243	
425	240,3	-965,7	1046,1	-1663	-1806	678,2	552	1360	-1906	653	1202	-1857	-243	-243	
426	271,5	-949,4	1046,1	-1663	-1806	655,2	451	1387	-1832	643	1189	-1834	-243	-243	
427	245,7	-999,6	1046,1	-1663	-1806	644,3	343	1412	-1757	541	1219	-1765	-243	-243	
428	313,5	-937,2	1046,1	-1663	-1806	614,5	510	1323	-1829	436	1261	-1707	-243	-243	
429	339,3	-944,0	1046,1	-1663	-1806	581,9	638	1365	-2003	402	1380	-1778	-243	-243	
430	357,0	-938,6	1046,1	-1663	-1806	565,7	660	1325	-1988	279	1420	-1696	-243	-243	
431	401,7	-915,5	1046,1	-1663	-1806	527,7	525	1367	-1899	191	1439	-1638	-243	-243	
432	390,9	-931,8	1044,0	-1748	-1880	506,0	395	1416	-1826	378	1333	-1716	-243	-243	
433	427,5	-930,4	1044,0	-1748	-1880	477,5	337	1548	-1881	490	1361	-1855	-243	-243	
434	449,2	-922,3	1044,0	-1748	-1880	450,4	182	1597	-1775	569	1294	-1873	-243	-243	
435	447,8	-946,7	1044,0	-1748	-1880	428,7	113	1601	-1712	402	1348	-1763	-243	-243	
436	493,9	-900,6	1044,0	-1748	-1880	394,8	267	1501	-1760	232	1410	-1653	-243	-243	
437	530,6	-904,7	1044,0	-1748	-1880	345,9	338	1538	-1878	117	1540	-1660	-243	-243	
438	545,5	-904,7	1044,0	-1748	-1880	352,7	437	1450	-1895	-70	1605	-1535	-243	-243	
439	563,1	-907,4	1044,0	-1748	-1880	325,6	252	1512	-1771	-48	1562	-1526	-243	-243	
440	548,2	-925,0	1046,1	-1678	-1790	309,3	61	1583	-1653	80	1476	-1562	-243	-243	
441	599,7	-908,7	1046,1	-1678	-1790	280,8	-74	1730	-1654	133	1513	-1657	-243	-243	
442	628,2	-900,6	1046,1	-1678	-1790	268,6	-280	1802	-1521	245	1423	-1685	-243	-243	
443	610,6	-925,0	1046,1	-1678	-1790	244,2	-225	1741	-1518	91	1472	-1573	-243	-243	
444	629,6	-903,3	1046,1	-1678	-1790	236,1	-131	1663	-1532	-133	1554	-1431	-243	-243	
445	663,5	-906,0	1046,1	-1678	-1790	218,4	-105	1714	-1616	-292	1704	-1416	-243	-243	
446	675,7	-911,4	1046,1	-1678	-1790	210,3	-16	1634	-1627	-473	1766	-1293	-243	-243	
447	670,3	-922,3	1046,1	-1678	-1790	199,4	-105	1650	-1554	-380	1691	-1311	-243	-243	
448	689,3	-900,6	1047,7	-1462	-1554	194,0	-334	1741	-1415	-292	1623	-1334	-243	-243	
449	697,4	-914,2	1047,7	-1462	-1554	187,2	-501	1911	-1416	-275	1686	-1418	-243	-243	
450	711,0	-906,0	1047,7	-1462	-1554	172,3	-624	1947	-1321	-191	1614	-1433	-243	-243	
451	655,4	-954,9	1047,7	-1462	-1554	149,3	-538	1873	-1331	-192	1585	-1398	-243	-243	
452	693,3	-896,5	1047,7	-1462	-1554	158,7	-472	1811	-1330	-445	1683	-1243	-243	-243	
453	730,0	-869,4	1047,7	-1462	-1554	120,8	-484	1888	-1405	-619	1852	-1232	-243	-243	
454	735,4	-854,5	1047,7	-1462	-1554	100,4	-414	1810	-1397	-673	1840	-1165	-243	-243	
455	692,0	-881,6	1047,7	-1462	-1554	89,6	-371	1745	-1374	-605	1766	-1151	-243	-243	
456	746,2	-804,3	1048,0	-1272	-1347	42,1	-627	1828	-1206	-551	1698	-1143	-243	-243	
457	747,6	-811,1	1048,0	-1272	-1347	-2,7	-811	2008	-1193	-585	1784	-1203	-243	-243	
458	762,5	-785,3	1048,0	-1272	-1347	4,1	-818	1953	-1133	-534	1697	-1170	-243	-243	
459	740,8	-802,9	1048,0	-1272	-1347	-5,4	-771	1869	-1094	-489	1618	-1133	-243	-243	
460	776,1	-754,1	1048,0	-1272	-1347	-37,9	-747	1799	-1053	-699	1671	-970	-243	-243	
461	788,3	-751,4	1048,0	-1272	-1347	-59,6	-812	1908	-1101	-858	1835	-974	-243	-243	
462	795,1	-744,6	1048,0	-1272	-1347	-71,8	-774	1818	-1047	-832	1749	-916	-243	-243	
463	800,5	-747,3	1048,0	-1272	-1347	-92,2	-743	1731	-992	-804	1672	-859	-243	-243	
464	815,4	-727,0	1048,3	-1005	-1058	-99,0	-902	1755	-855	-795	1623	-819	-243	-243	
465	827,6	-736,5	1048,3	-1005	-1058	-118,0	-1020	1921	-901	-887	1753	-865	-243	-243	
466	839,8	-731,0	1048,3	-1005	-1058	-130,2	-1003	1835	-833	-869	1672	-798	-243	-243	
467	819,5	-762,2	1048,3	-1005	-1058	-135,6	-989	1754	-766	-857	1595	-734	-243	-243	
468	839,8	-746,0	1048,3	-1005	-1058	-141,0	-1004	1722	-720	-940	1592	-644	-243	-243	
469	871,0	-740,5	1048,3	-1005	-1058	-160,0	-1125	1893	-769	-1008	1774	-763	-243	-243	
470	885,9	-735,1	1048,3	-1005	-1058	-165,4	-1115	1815	-702	-999	1709	-705	-243	-243	
471	917,1	-720,2	1048,3	-1005	-1058	-187,1	-1118	1743	-629	-1001	1642	-633	-243	-243	
472	903,6	-727,0	1045,4	-714	-737	-184,4	-1152	1723	-576	-1019	1607	-573	-243	-243	
473	907,6	-747,3	1045,4	-714	-737	-199,3	-1200	1930	-727	-1138	1745	-608	-243	-243	
474	910,4	-741,9	1045,4	-714	-737	-206,1	-1185	1885	-698	-1148	1678	-527	-243	-243	
475	904,9	-754,1	1045,4	-714	-737	-192,6	-1198	1816	-618	-1161	1613	-451	-243	-243	
476	930,7	-718,8	1045,4	-714	-737	-234,6	-1226	1770	-544	-1149	1630	-475	-243	-243	
477	942,9	-710,7	1045,4	-714	-737	-255,0	-1341	1906	-562	-1183	1819	-635	-243	-243	
478	949,7	-699,9	1045,4	-714	-737	-265,8	-1360	1837	-473	-1139	1821	-682	-243	-243	
479	989,0	-652,4	1045,4	-714	-737	-314,6	-1391	1765	-374	-1169	1757	-588	-243	-243	
480	945,6	-665,9	1042,4	-557	-555	-297,0	-1348	1793	-450	-1206	1703	-492	-243	-243	
481	951,1	-653,7	1042,4	-557	-555	-332,3	-1389	1976	-584	-1325	1794	-468	-243	-243	
482	953,8	-634,7	1042,4	-557	-555	-345,8	-1324	1999	-672	-1361	1714	-351	-243	-243	
483	964,6	-602,2	1042,4	-557	-555	-377,0	-1367	1916	-550	-1402	1645	-239	-243	-243	
484	941,6	-584,6	1042,4	-557	-555	-378,4	-1409	1848	-431	-1324	1706	-382	-243	-243	
485	963,3	-554,7	1042,4	-557	-555	-419,1	-1530	1917	-382	-1354	1861	-507	-243	-243	
486	951,1	-537,1	1042,4	-557	-555	-434,0	-1573	1826	-248	-1261	1918	-655	-243	-243	
487	953,8	-501,8	1042,4	-557	-555	-463,8	-1621	1736	-110	-1317	1820	-511	-243	-243	
488	934,8	-476,0	1040,2	-432	-405	-485,5	-1526	1791	-266	-1375	1730	-348	-243	-243	
489	940,2	-457,1	1040,2	-432	-405	-515,4	-1572	1923	-349	-1508	1757	-251	-243	-243	
490	936,1	-435,4	1040,2	-432	-405	-522,2	-1475	1971	-496	-1572	1646	-76	-243	-243	
491	926,6	-413,7	1040,2	-432	-405	-550,6	-1527	1871	-347	-1583	1589	-5	-243	-243	
492	915,8	-371,6	1040,2	-432	-405	-564,2	-1590	1758	-165	-1494	1640	-153	-243	-243	
493	928,0	-358,0	1040,2	-432	-405	-592,7	-1728	1775	-39	-1532	1747	-222	-243	-243	
494	922,6	-336,3	1040,2	-432	-405	-606,3	-1794	1645	152	-1442	1788	-352	-243	-243	
495	926,6	-309,2	1040,2	-432	-405	-632,0	-1781	1602	183	-1463	1717	-262	-243	-243	
496	917,1	-282,1	1040,7	-170	-123	-641,5	-1699	1627	71	-1542	1585	-39	-243	-243	
497	915,8	-280,7	1040,7	-170	-123	-663,2	-1761	1717	37	-1692	1570	116	-243	-243	
498	926,6	-248,2	1040,7	-170	-123	-686,3	-1682	1735	-59	-1775	1429	342	-243	-243	
499	884,6	-282,1	1040,7	-170	-123	-655,1	-1668	1690	-25	-1722	1423	297	-243	-243	
500	890,0	-237,3	1040,7	-170	-123	-679,5	-1753	1548	206	-1650	1446	196	-243	-243	
501	913,1	-227,8	1040,7	-170	-123	-705,3	-1910	1541	367	-1711	1531	169	-243	-243	
502	887,3	-233,3	1040,7	-170	-123	-701,2	-1981	1403	578	-1633	1548	73	-243	-243	
503	951,1	-153,2	1040,7	-170	-123	-754,1	-1904	1407	499	-1578	1541	31	-243	-243	
504	871,0	-192,6	1041,2	187	253	-716,1	-1838	1413	422	-1671	1392	277	-243	-243	
505	871,0	-170,9	1041,2	187	253	-739,2	-1924	1486	433	-1836	1373	453	-243	-243	
